Metro,datetime,term_techno,term_Techno
Augusta-Waterville,2015-08-01,50,50
Hartford-West Hartford-East Hartford,2015-08-01,0,0
Norwich-New London,2015-08-01,0,0
New Haven-Milford,2015-08-01,0,0
Bridgeport-Stamford-Norwalk,2015-08-01,0,0
Torrington,2015-08-01,0,0
New York-Newark-Jersey City,2015-08-01,50,50
Albany-Schenectady-Troy,2015-08-01,50,50
Kingston,2015-08-01,50,50
Syracuse,2015-08-01,50,50
Utica-Rome,2015-08-01,0,0
Watertown-Fort Drum,2015-08-01,0,0
Binghamton,2015-08-01,0,0
Batavia,2015-08-01,0,0
Buffalo-Cheektowaga-Niagara Falls,2015-08-01,50,50
Rochester,2015-08-01,0,0
Jamestown-Dunkirk-Fredonia,2015-08-01,0,0
Ithaca,2015-08-01,0,0
Pittsburgh,2015-08-01,50,50
Warren,2015-08-01,0,0
Erie,2015-08-01,0,0
Harrisburg-Carlisle,2015-08-01,0,0
Lancaster,2015-08-01,0,0
York-Hanover,2015-08-01,0,0
Williamsport,2015-08-01,0,0
Allentown-Bethlehem-Easton,2015-08-01,0,0
Philadelphia-Camden-Wilmington,2015-08-01,50,50
Washington-Arlington-Alexandria,2015-08-01,50,50
Baltimore-Columbia-Towson,2015-08-01,50,50
Charlottesville,2015-08-01,50,50
Richmond,2015-08-01,0,0
Virginia Beach-Norfolk-Newport News,2015-08-01,50,50
Wheeling,2015-08-01,0,0
Morgantown,2015-08-01,50,50
Raleigh,2015-08-01,50,50
Durham-Chapel Hill,2015-08-01,50,50
Charlotte-Concord-Gastonia,2015-08-01,50,50
ColumbiaSC,2015-08-01,0,0
Charleston-North Charleston,2015-08-01,0,0
Greenville-Anderson-Mauldin,2015-08-01,50,50
Atlanta-Sandy Springs-Roswell,2015-08-01,50,50
Athens-Clarke County,2015-08-01,0,0
Savannah,2015-08-01,50,50
Jacksonville,2015-08-01,50,50
Orlando-Kissimmee-Sanford,2015-08-01,50,50
Palm Bay-Melbourne-Titusville,2015-08-01,50,50
Miami-Fort Lauderdale-West Palm Beach,2015-08-01,50,50
Tampa-St. Petersburg-Clearwater,2015-08-01,50,50
Cape Coral-Fort Myers,2015-08-01,50,50
North Port-Sarasota-Bradenton,2015-08-01,50,50
Clarksville,2015-08-01,50,50
Nashville-Davidson--Murfreesboro--Franklin,2015-08-01,50,50
Memphis,2015-08-01,0,0
Lexington-Fayette,2015-08-01,50,50
Columbus,2015-08-01,50,50
Cleveland-Elyria,2015-08-01,50,50
Canton-Massillon,2015-08-01,50,50
Cincinnati,2015-08-01,50,50
Dayton,2015-08-01,0,0
Findlay,2015-08-01,0,0
Indianapolis-Carmel-Anderson,2015-08-01,50,50
Chicago-Naperville-Elgin,2015-08-01,50,50
Bloomington,2015-08-01,50,50
Detroit-Warren-Dearborn,2015-08-01,50,50
Dubuque,2015-08-01,50,50
Milwaukee-Waukesha-West Allis,2015-08-01,50,50
Racine,2015-08-01,50,50
Madison,2015-08-01,0,0
Manitowoc,2015-08-01,50,50
La Crosse-Onalaska,2015-08-01,0,0
Oshkosh-Neenah,2015-08-01,50,50
Minneapolis-St. Paul-Bloomington,2015-08-01,50,50
Fargo,2015-08-01,50,50
Helena,2015-08-01,0,0
Bozeman,2015-08-01,0,0
Missoula,2015-08-01,50,50
Kalispell,2015-08-01,50,50
Rockford,2015-08-01,0,0
St. Louis,2015-08-01,50,50
Kansas City,2015-08-01,50,50
Joplin,2015-08-01,0,0
ColumbiaMO,2015-08-01,0,0
Manhattan,2015-08-01,0,0
Topeka,2015-08-01,0,0
Wichita,2015-08-01,0,0
Little Rock-North Little Rock-Conway,2015-08-01,0,0
Fayetteville-Springdale-Rogers,2015-08-01,0,0
Oklahoma City,2015-08-01,50,50
Dallas-Fort Worth-Arlington,2015-08-01,50,50
Tyler,2015-08-01,0,0
Killeen-Temple,2015-08-01,50,50
Houston-The Woodlands-Sugar Land,2015-08-01,50,50
College Station-Bryan,2015-08-01,50,50
San Antonio-New Braunfels,2015-08-01,50,50
Brownsville-Harlingen,2015-08-01,0,0
Austin-Round Rock,2015-08-01,50,50
El Paso,2015-08-01,50,50
Denver-Aurora-Lakewood,2015-08-01,50,50
Boulder,2015-08-01,50,50
Colorado Springs,2015-08-01,0,0
Salt Lake City,2015-08-01,50,50
Ogden-Clearfield,2015-08-01,50,50
Phoenix-Mesa-Scottsdale,2015-08-01,50,50
Tucson,2015-08-01,0,0
Prescott,2015-08-01,50,50
Albuquerque,2015-08-01,50,50
Las Vegas-Henderson-Paradise,2015-08-01,50,50
Reno,2015-08-01,0,0
Los Angeles-Long Beach-Anaheim,2015-08-01,50,50
Riverside-San Bernardino-Ontario,2015-08-01,50,50
San Diego-Carlsbad,2015-08-01,50,50
Oxnard-Thousand Oaks-Ventura,2015-08-01,50,50
Bakersfield,2015-08-01,0,0
Salinas,2015-08-01,50,50
San Francisco-Oakland-Hayward,2015-08-01,50,50
San Jose-Sunnyvale-Santa Clara,2015-08-01,50,50
Stockton-Lodi,2015-08-01,50,50
Sacramento--Roseville--Arden-Arcade,2015-08-01,50,50
Chico,2015-08-01,50,50
Urban Honolulu,2015-08-01,50,50
Portland-Vancouver-Hillsboro,2015-08-01,50,50
Eugene,2015-08-01,50,50
Medford,2015-08-01,0,0
Seattle-Tacoma-Bellevue,2015-08-01,50,50
Spokane-Spokane Valley,2015-08-01,50,50
Anchorage,2015-08-01,50,50
Springfield,2015-09-01,50,50
Worcester,2015-09-01,50,50
Boston-Cambridge-Newton,2015-09-01,50,50
Providence-Warwick,2015-09-01,50,50
Manchester-Nashua,2015-09-01,50,50
Concord,2015-09-01,50,50
Portland-South Portland,2015-09-01,0,0
Lewiston-Auburn,2015-09-01,0,0
Bangor,2015-09-01,0,0
Augusta-Waterville,2015-09-01,50,50
Hartford-West Hartford-East Hartford,2015-09-01,50,50
Norwich-New London,2015-09-01,50,50
New Haven-Milford,2015-09-01,50,50
Bridgeport-Stamford-Norwalk,2015-09-01,50,50
Torrington,2015-09-01,50,50
New York-Newark-Jersey City,2015-09-01,50,50
Albany-Schenectady-Troy,2015-09-01,50,50
Kingston,2015-09-01,50,50
Syracuse,2015-09-01,50,50
Utica-Rome,2015-09-01,50,50
Watertown-Fort Drum,2015-09-01,0,0
Binghamton,2015-09-01,50,50
Batavia,2015-09-01,50,50
Buffalo-Cheektowaga-Niagara Falls,2015-09-01,50,50
Rochester,2015-09-01,50,50
Jamestown-Dunkirk-Fredonia,2015-09-01,50,50
Ithaca,2015-09-01,0,0
Pittsburgh,2015-09-01,50,50
Warren,2015-09-01,50,50
Erie,2015-09-01,50,50
Harrisburg-Carlisle,2015-09-01,50,50
Lancaster,2015-09-01,50,50
York-Hanover,2015-09-01,50,50
Williamsport,2015-09-01,50,50
Allentown-Bethlehem-Easton,2015-09-01,50,50
Philadelphia-Camden-Wilmington,2015-09-01,50,50
Washington-Arlington-Alexandria,2015-09-01,50,50
Baltimore-Columbia-Towson,2015-09-01,50,50
Charlottesville,2015-09-01,0,0
Richmond,2015-09-01,50,50
Virginia Beach-Norfolk-Newport News,2015-09-01,50,50
Wheeling,2015-09-01,0,0
Morgantown,2015-09-01,50,50
Raleigh,2015-09-01,50,50
Durham-Chapel Hill,2015-09-01,50,50
Charlotte-Concord-Gastonia,2015-09-01,50,50
ColumbiaSC,2015-09-01,50,50
Charleston-North Charleston,2015-09-01,50,50
Greenville-Anderson-Mauldin,2015-09-01,50,50
Atlanta-Sandy Springs-Roswell,2015-09-01,50,50
Athens-Clarke County,2015-09-01,0,0
Savannah,2015-09-01,50,50
Jacksonville,2015-09-01,50,50
Orlando-Kissimmee-Sanford,2015-09-01,50,50
Palm Bay-Melbourne-Titusville,2015-09-01,50,50
Miami-Fort Lauderdale-West Palm Beach,2015-09-01,50,50
Tampa-St. Petersburg-Clearwater,2015-09-01,50,50
Cape Coral-Fort Myers,2015-09-01,50,50
North Port-Sarasota-Bradenton,2015-09-01,50,50
Clarksville,2015-09-01,50,50
Nashville-Davidson--Murfreesboro--Franklin,2015-09-01,50,50
Memphis,2015-09-01,50,50
Lexington-Fayette,2015-09-01,50,50
Columbus,2015-09-01,50,50
Cleveland-Elyria,2015-09-01,50,50
Canton-Massillon,2015-09-01,50,50
Cincinnati,2015-09-01,50,50
Dayton,2015-09-01,0,0
Findlay,2015-09-01,0,0
Indianapolis-Carmel-Anderson,2015-09-01,50,50
Chicago-Naperville-Elgin,2015-09-01,50,50
Bloomington,2015-09-01,50,50
Detroit-Warren-Dearborn,2015-09-01,50,50
Dubuque,2015-09-01,50,50
Milwaukee-Waukesha-West Allis,2015-09-01,50,50
Racine,2015-09-01,50,50
Madison,2015-09-01,50,50
Manitowoc,2015-09-01,50,50
La Crosse-Onalaska,2015-09-01,50,50
Oshkosh-Neenah,2015-09-01,50,50
Minneapolis-St. Paul-Bloomington,2015-09-01,50,50
Fargo,2015-09-01,50,50
Helena,2015-09-01,0,0
Bozeman,2015-09-01,0,0
Missoula,2015-09-01,50,50
Kalispell,2015-09-01,50,50
Rockford,2015-09-01,0,0
St. Louis,2015-09-01,50,50
Kansas City,2015-09-01,50,50
Joplin,2015-09-01,0,0
ColumbiaMO,2015-09-01,0,0
Manhattan,2015-09-01,0,0
Topeka,2015-09-01,0,0
Wichita,2015-09-01,50,50
Little Rock-North Little Rock-Conway,2015-09-01,50,50
Fayetteville-Springdale-Rogers,2015-09-01,50,50
Oklahoma City,2015-09-01,50,50
Dallas-Fort Worth-Arlington,2015-09-01,50,50
Tyler,2015-09-01,0,0
Killeen-Temple,2015-09-01,0,0
Houston-The Woodlands-Sugar Land,2015-09-01,50,50
College Station-Bryan,2015-09-01,0,0
San Antonio-New Braunfels,2015-09-01,50,50
Brownsville-Harlingen,2015-09-01,0,0
Austin-Round Rock,2015-09-01,50,50
El Paso,2015-09-01,50,50
Denver-Aurora-Lakewood,2015-09-01,50,50
Boulder,2015-09-01,50,50
Colorado Springs,2015-09-01,50,50
Salt Lake City,2015-09-01,50,50
Ogden-Clearfield,2015-09-01,50,50
Phoenix-Mesa-Scottsdale,2015-09-01,50,50
Tucson,2015-09-01,50,50
Prescott,2015-09-01,50,50
Albuquerque,2015-09-01,50,50
Las Vegas-Henderson-Paradise,2015-09-01,50,50
Reno,2015-09-01,0,0
Los Angeles-Long Beach-Anaheim,2015-09-01,50,50
Riverside-San Bernardino-Ontario,2015-09-01,50,50
San Diego-Carlsbad,2015-09-01,50,50
Oxnard-Thousand Oaks-Ventura,2015-09-01,50,50
Bakersfield,2015-09-01,0,0
Salinas,2015-09-01,50,50
San Francisco-Oakland-Hayward,2015-09-01,50,50
San Jose-Sunnyvale-Santa Clara,2015-09-01,50,50
Stockton-Lodi,2015-09-01,50,50
Sacramento--Roseville--Arden-Arcade,2015-09-01,50,50
Chico,2015-09-01,50,50
Urban Honolulu,2015-09-01,50,50
Portland-Vancouver-Hillsboro,2015-09-01,50,50
Eugene,2015-09-01,0,0
Medford,2015-09-01,50,50
Seattle-Tacoma-Bellevue,2015-09-01,50,50
Spokane-Spokane Valley,2015-09-01,50,50
Anchorage,2015-09-01,0,0
Springfield,2015-10-01,0,0
Worcester,2015-10-01,50,50
Boston-Cambridge-Newton,2015-10-01,50,50
Providence-Warwick,2015-10-01,50,50
Manchester-Nashua,2015-10-01,50,50
Concord,2015-10-01,50,50
Portland-South Portland,2015-10-01,0,0
Lewiston-Auburn,2015-10-01,0,0
Bangor,2015-10-01,0,0
Augusta-Waterville,2015-10-01,0,0
Hartford-West Hartford-East Hartford,2015-10-01,50,50
Norwich-New London,2015-10-01,50,50
New Haven-Milford,2015-10-01,50,50
Bridgeport-Stamford-Norwalk,2015-10-01,50,50
Torrington,2015-10-01,50,50
New York-Newark-Jersey City,2015-10-01,50,50
Albany-Schenectady-Troy,2015-10-01,50,50
Kingston,2015-10-01,50,50
Syracuse,2015-10-01,50,50
Utica-Rome,2015-10-01,0,0
Watertown-Fort Drum,2015-10-01,50,50
Binghamton,2015-10-01,0,0
Batavia,2015-10-01,50,50
Buffalo-Cheektowaga-Niagara Falls,2015-10-01,0,0
Rochester,2015-10-01,50,50
Jamestown-Dunkirk-Fredonia,2015-10-01,0,0
Ithaca,2015-10-01,0,0
Pittsburgh,2015-10-01,50,50
Warren,2015-10-01,0,0
Erie,2015-10-01,0,0
Harrisburg-Carlisle,2015-10-01,50,50
Lancaster,2015-10-01,50,50
York-Hanover,2015-10-01,50,50
Williamsport,2015-10-01,50,50
Allentown-Bethlehem-Easton,2015-10-01,50,50
Philadelphia-Camden-Wilmington,2015-10-01,50,50
Washington-Arlington-Alexandria,2015-10-01,50,50
Baltimore-Columbia-Towson,2015-10-01,50,50
Charlottesville,2015-10-01,50,50
Richmond,2015-10-01,0,0
Virginia Beach-Norfolk-Newport News,2015-10-01,50,50
Wheeling,2015-10-01,0,0
Morgantown,2015-10-01,0,0
Raleigh,2015-10-01,50,50
Durham-Chapel Hill,2015-10-01,50,50
Charlotte-Concord-Gastonia,2015-10-01,50,50
ColumbiaSC,2015-10-01,0,0
Charleston-North Charleston,2015-10-01,0,0
Greenville-Anderson-Mauldin,2015-10-01,50,50
Atlanta-Sandy Springs-Roswell,2015-10-01,50,50
Athens-Clarke County,2015-10-01,0,0
Savannah,2015-10-01,50,50
Jacksonville,2015-10-01,50,50
Orlando-Kissimmee-Sanford,2015-10-01,50,50
Palm Bay-Melbourne-Titusville,2015-10-01,50,50
Miami-Fort Lauderdale-West Palm Beach,2015-10-01,50,50
Tampa-St. Petersburg-Clearwater,2015-10-01,50,50
Cape Coral-Fort Myers,2015-10-01,50,50
North Port-Sarasota-Bradenton,2015-10-01,50,50
Clarksville,2015-10-01,50,50
Nashville-Davidson--Murfreesboro--Franklin,2015-10-01,50,50
Memphis,2015-10-01,50,50
Lexington-Fayette,2015-10-01,50,50
Columbus,2015-10-01,50,50
Cleveland-Elyria,2015-10-01,50,50
Canton-Massillon,2015-10-01,50,50
Cincinnati,2015-10-01,50,50
Dayton,2015-10-01,0,0
Findlay,2015-10-01,0,0
Indianapolis-Carmel-Anderson,2015-10-01,50,50
Chicago-Naperville-Elgin,2015-10-01,50,50
Bloomington,2015-10-01,50,50
Detroit-Warren-Dearborn,2015-10-01,50,50
Dubuque,2015-10-01,50,50
Milwaukee-Waukesha-West Allis,2015-10-01,50,50
Racine,2015-10-01,50,50
Madison,2015-10-01,50,50
Manitowoc,2015-10-01,50,50
La Crosse-Onalaska,2015-10-01,0,0
Oshkosh-Neenah,2015-10-01,50,50
Minneapolis-St. Paul-Bloomington,2015-10-01,50,50
Fargo,2015-10-01,0,0
Helena,2015-10-01,0,0
Bozeman,2015-10-01,50,50
Missoula,2015-10-01,0,0
Kalispell,2015-10-01,0,0
Rockford,2015-10-01,0,0
St. Louis,2015-10-01,50,50
Kansas City,2015-10-01,50,50
Joplin,2015-10-01,0,0
ColumbiaMO,2015-10-01,50,50
Manhattan,2015-10-01,0,0
Topeka,2015-10-01,0,0
Wichita,2015-10-01,50,50
Little Rock-North Little Rock-Conway,2015-10-01,0,0
Fayetteville-Springdale-Rogers,2015-10-01,0,0
Oklahoma City,2015-10-01,0,0
Dallas-Fort Worth-Arlington,2015-10-01,50,50
Tyler,2015-10-01,50,50
Killeen-Temple,2015-10-01,50,50
Houston-The Woodlands-Sugar Land,2015-10-01,50,50
College Station-Bryan,2015-10-01,50,50
San Antonio-New Braunfels,2015-10-01,50,50
Brownsville-Harlingen,2015-10-01,50,50
Austin-Round Rock,2015-10-01,50,50
El Paso,2015-10-01,50,50
Denver-Aurora-Lakewood,2015-10-01,50,50
Boulder,2015-10-01,50,50
Colorado Springs,2015-10-01,0,0
Salt Lake City,2015-10-01,50,50
Ogden-Clearfield,2015-10-01,50,50
Phoenix-Mesa-Scottsdale,2015-10-01,50,50
Tucson,2015-10-01,50,50
Prescott,2015-10-01,50,50
Albuquerque,2015-10-01,50,50
Las Vegas-Henderson-Paradise,2015-10-01,50,50
Reno,2015-10-01,50,50
Los Angeles-Long Beach-Anaheim,2015-10-01,50,50
Riverside-San Bernardino-Ontario,2015-10-01,50,50
San Diego-Carlsbad,2015-10-01,50,50
Oxnard-Thousand Oaks-Ventura,2015-10-01,50,50
Bakersfield,2015-10-01,0,0
Salinas,2015-10-01,50,50
San Francisco-Oakland-Hayward,2015-10-01,50,50
San Jose-Sunnyvale-Santa Clara,2015-10-01,50,50
Stockton-Lodi,2015-10-01,50,50
Sacramento--Roseville--Arden-Arcade,2015-10-01,50,50
Chico,2015-10-01,50,50
Urban Honolulu,2015-10-01,50,50
Portland-Vancouver-Hillsboro,2015-10-01,50,50
Eugene,2015-10-01,50,50
Medford,2015-10-01,0,0
Seattle-Tacoma-Bellevue,2015-10-01,50,50
Spokane-Spokane Valley,2015-10-01,50,50
Anchorage,2015-10-01,0,0
Springfield,2015-11-01,50,50
Worcester,2015-11-01,50,50
Boston-Cambridge-Newton,2015-11-01,50,50
Providence-Warwick,2015-11-01,50,50
Manchester-Nashua,2015-11-01,50,50
Concord,2015-11-01,50,50
Portland-South Portland,2015-11-01,50,50
Lewiston-Auburn,2015-11-01,50,50
Bangor,2015-11-01,0,0
Augusta-Waterville,2015-11-01,50,50
Hartford-West Hartford-East Hartford,2015-11-01,50,50
Norwich-New London,2015-11-01,50,50
New Haven-Milford,2015-11-01,50,50
Bridgeport-Stamford-Norwalk,2015-11-01,50,50
Torrington,2015-11-01,50,50
New York-Newark-Jersey City,2015-11-01,50,50
Albany-Schenectady-Troy,2015-11-01,50,50
Kingston,2015-11-01,50,50
Syracuse,2015-11-01,50,50
Utica-Rome,2015-11-01,50,50
Watertown-Fort Drum,2015-11-01,0,0
Binghamton,2015-11-01,50,50
Batavia,2015-11-01,50,50
Buffalo-Cheektowaga-Niagara Falls,2015-11-01,50,50
Rochester,2015-11-01,50,50
Jamestown-Dunkirk-Fredonia,2015-11-01,0,0
Ithaca,2015-11-01,0,0
Pittsburgh,2015-11-01,50,50
Warren,2015-11-01,0,0
Erie,2015-11-01,0,0
Harrisburg-Carlisle,2015-11-01,50,50
Lancaster,2015-11-01,50,50
York-Hanover,2015-11-01,50,50
Williamsport,2015-11-01,50,50
Allentown-Bethlehem-Easton,2015-11-01,50,50
Philadelphia-Camden-Wilmington,2015-11-01,50,50
Washington-Arlington-Alexandria,2015-11-01,50,50
Baltimore-Columbia-Towson,2015-11-01,50,50
Charlottesville,2015-11-01,0,0
Richmond,2015-11-01,50,50
Virginia Beach-Norfolk-Newport News,2015-11-01,50,50
Wheeling,2015-11-01,0,0
Morgantown,2015-11-01,0,0
Raleigh,2015-11-01,50,50
Durham-Chapel Hill,2015-11-01,50,50
Charlotte-Concord-Gastonia,2015-11-01,50,50
ColumbiaSC,2015-11-01,50,50
Charleston-North Charleston,2015-11-01,50,50
Greenville-Anderson-Mauldin,2015-11-01,50,50
Atlanta-Sandy Springs-Roswell,2015-11-01,50,50
Athens-Clarke County,2015-11-01,0,0
Savannah,2015-11-01,50,50
Jacksonville,2015-11-01,50,50
Orlando-Kissimmee-Sanford,2015-11-01,50,50
Palm Bay-Melbourne-Titusville,2015-11-01,50,50
Miami-Fort Lauderdale-West Palm Beach,2015-11-01,50,50
Tampa-St. Petersburg-Clearwater,2015-11-01,50,50
Cape Coral-Fort Myers,2015-11-01,50,50
North Port-Sarasota-Bradenton,2015-11-01,50,50
Clarksville,2015-11-01,50,50
Nashville-Davidson--Murfreesboro--Franklin,2015-11-01,50,50
Memphis,2015-11-01,0,0
Lexington-Fayette,2015-11-01,50,50
Columbus,2015-11-01,50,50
Cleveland-Elyria,2015-11-01,50,50
Canton-Massillon,2015-11-01,50,50
Cincinnati,2015-11-01,50,50
Dayton,2015-11-01,50,50
Findlay,2015-11-01,0,0
Indianapolis-Carmel-Anderson,2015-11-01,50,50
Chicago-Naperville-Elgin,2015-11-01,50,50
Bloomington,2015-11-01,50,50
Detroit-Warren-Dearborn,2015-11-01,50,50
Dubuque,2015-11-01,50,50
Milwaukee-Waukesha-West Allis,2015-11-01,50,50
Racine,2015-11-01,50,50
Madison,2015-11-01,50,50
Manitowoc,2015-11-01,50,50
La Crosse-Onalaska,2015-11-01,0,0
Oshkosh-Neenah,2015-11-01,50,50
Minneapolis-St. Paul-Bloomington,2015-11-01,50,50
Fargo,2015-11-01,0,0
Helena,2015-11-01,0,0
Bozeman,2015-11-01,0,0
Missoula,2015-11-01,0,0
Kalispell,2015-11-01,0,0
Rockford,2015-11-01,0,0
St. Louis,2015-11-01,50,50
Kansas City,2015-11-01,50,50
Joplin,2015-11-01,0,0
ColumbiaMO,2015-11-01,0,0
Manhattan,2015-11-01,50,50
Topeka,2015-11-01,50,50
Wichita,2015-11-01,50,50
Little Rock-North Little Rock-Conway,2015-11-01,50,50
Fayetteville-Springdale-Rogers,2015-11-01,50,50
Oklahoma City,2015-11-01,50,50
Dallas-Fort Worth-Arlington,2015-11-01,50,50
Tyler,2015-11-01,50,50
Killeen-Temple,2015-11-01,50,50
Houston-The Woodlands-Sugar Land,2015-11-01,50,50
College Station-Bryan,2015-11-01,50,50
San Antonio-New Braunfels,2015-11-01,50,50
Brownsville-Harlingen,2015-11-01,0,0
Austin-Round Rock,2015-11-01,50,50
El Paso,2015-11-01,50,50
Denver-Aurora-Lakewood,2015-11-01,50,50
Boulder,2015-11-01,50,50
Colorado Springs,2015-11-01,50,50
Salt Lake City,2015-11-01,50,50
Ogden-Clearfield,2015-11-01,50,50
Phoenix-Mesa-Scottsdale,2015-11-01,50,50
Tucson,2015-11-01,0,0
Prescott,2015-11-01,50,50
Albuquerque,2015-11-01,50,50
Las Vegas-Henderson-Paradise,2015-11-01,50,50
Reno,2015-11-01,0,0
Los Angeles-Long Beach-Anaheim,2015-11-01,50,50
Riverside-San Bernardino-Ontario,2015-11-01,50,50
San Diego-Carlsbad,2015-11-01,50,50
Oxnard-Thousand Oaks-Ventura,2015-11-01,50,50
Bakersfield,2015-11-01,0,0
Salinas,2015-11-01,0,0
San Francisco-Oakland-Hayward,2015-11-01,50,50
San Jose-Sunnyvale-Santa Clara,2015-11-01,50,50
Stockton-Lodi,2015-11-01,50,50
Sacramento--Roseville--Arden-Arcade,2015-11-01,50,50
Chico,2015-11-01,0,0
Urban Honolulu,2015-11-01,50,50
Portland-Vancouver-Hillsboro,2015-11-01,50,50
Eugene,2015-11-01,50,50
Medford,2015-11-01,0,0
Seattle-Tacoma-Bellevue,2015-11-01,50,50
Spokane-Spokane Valley,2015-11-01,50,50
Anchorage,2015-11-01,50,50
Springfield,2015-12-01,0,0
Worcester,2015-12-01,50,50
Boston-Cambridge-Newton,2015-12-01,50,50
Providence-Warwick,2015-12-01,50,50
Manchester-Nashua,2015-12-01,50,50
Concord,2015-12-01,50,50
Portland-South Portland,2015-12-01,50,50
Lewiston-Auburn,2015-12-01,50,50
Bangor,2015-12-01,0,0
Augusta-Waterville,2015-12-01,50,50
Hartford-West Hartford-East Hartford,2015-12-01,50,50
Norwich-New London,2015-12-01,50,50
New Haven-Milford,2015-12-01,50,50
Bridgeport-Stamford-Norwalk,2015-12-01,50,50
Torrington,2015-12-01,50,50
New York-Newark-Jersey City,2015-12-01,50,50
Albany-Schenectady-Troy,2015-12-01,50,50
Kingston,2015-12-01,50,50
Syracuse,2015-12-01,50,50
Utica-Rome,2015-12-01,0,0
Watertown-Fort Drum,2015-12-01,50,50
Binghamton,2015-12-01,0,0
Batavia,2015-12-01,50,50
Buffalo-Cheektowaga-Niagara Falls,2015-12-01,50,50
Rochester,2015-12-01,50,50
Jamestown-Dunkirk-Fredonia,2015-12-01,0,0
Ithaca,2015-12-01,0,0
Pittsburgh,2015-12-01,50,50
Warren,2015-12-01,0,0
Erie,2015-12-01,0,0
Harrisburg-Carlisle,2015-12-01,50,50
Lancaster,2015-12-01,50,50
York-Hanover,2015-12-01,50,50
Williamsport,2015-12-01,50,50
Allentown-Bethlehem-Easton,2015-12-01,50,50
Philadelphia-Camden-Wilmington,2015-12-01,50,50
Washington-Arlington-Alexandria,2015-12-01,50,50
Baltimore-Columbia-Towson,2015-12-01,50,50
Charlottesville,2015-12-01,0,0
Richmond,2015-12-01,50,50
Virginia Beach-Norfolk-Newport News,2015-12-01,50,50
Wheeling,2015-12-01,0,0
Morgantown,2015-12-01,50,50
Raleigh,2015-12-01,50,50
Durham-Chapel Hill,2015-12-01,50,50
Charlotte-Concord-Gastonia,2015-12-01,50,50
ColumbiaSC,2015-12-01,0,0
Charleston-North Charleston,2015-12-01,0,0
Greenville-Anderson-Mauldin,2015-12-01,50,50
Atlanta-Sandy Springs-Roswell,2015-12-01,50,50
Athens-Clarke County,2015-12-01,0,0
Savannah,2015-12-01,50,50
Jacksonville,2015-12-01,0,0
Orlando-Kissimmee-Sanford,2015-12-01,50,50
Palm Bay-Melbourne-Titusville,2015-12-01,50,50
Miami-Fort Lauderdale-West Palm Beach,2015-12-01,50,50
Tampa-St. Petersburg-Clearwater,2015-12-01,50,50
Cape Coral-Fort Myers,2015-12-01,50,50
North Port-Sarasota-Bradenton,2015-12-01,50,50
Clarksville,2015-12-01,50,50
Nashville-Davidson--Murfreesboro--Franklin,2015-12-01,50,50
Memphis,2015-12-01,50,50
Lexington-Fayette,2015-12-01,50,50
Columbus,2015-12-01,50,50
Cleveland-Elyria,2015-12-01,50,50
Canton-Massillon,2015-12-01,50,50
Cincinnati,2015-12-01,50,50
Dayton,2015-12-01,0,0
Findlay,2015-12-01,0,0
Indianapolis-Carmel-Anderson,2015-12-01,50,50
Chicago-Naperville-Elgin,2015-12-01,50,50
Bloomington,2015-12-01,50,50
Detroit-Warren-Dearborn,2015-12-01,50,50
Dubuque,2015-12-01,0,0
Milwaukee-Waukesha-West Allis,2015-12-01,50,50
Racine,2015-12-01,50,50
Madison,2015-12-01,50,50
Manitowoc,2015-12-01,50,50
La Crosse-Onalaska,2015-12-01,0,0
Oshkosh-Neenah,2015-12-01,50,50
Minneapolis-St. Paul-Bloomington,2015-12-01,50,50
Fargo,2015-12-01,50,50
Helena,2015-12-01,50,50
Bozeman,2015-12-01,0,0
Missoula,2015-12-01,0,0
Kalispell,2015-12-01,0,0
Rockford,2015-12-01,0,0
St. Louis,2015-12-01,50,50
Kansas City,2015-12-01,50,50
Joplin,2015-12-01,50,50
ColumbiaMO,2015-12-01,0,0
Manhattan,2015-12-01,50,50
Topeka,2015-12-01,50,50
Wichita,2015-12-01,50,50
Little Rock-North Little Rock-Conway,2015-12-01,50,50
Fayetteville-Springdale-Rogers,2015-12-01,0,0
Oklahoma City,2015-12-01,0,0
Dallas-Fort Worth-Arlington,2015-12-01,50,50
Tyler,2015-12-01,0,0
Killeen-Temple,2015-12-01,0,0
Houston-The Woodlands-Sugar Land,2015-12-01,50,50
College Station-Bryan,2015-12-01,0,0
San Antonio-New Braunfels,2015-12-01,50,50
Brownsville-Harlingen,2015-12-01,0,0
Austin-Round Rock,2015-12-01,50,50
El Paso,2015-12-01,0,0
Denver-Aurora-Lakewood,2015-12-01,50,50
Boulder,2015-12-01,50,50
Colorado Springs,2015-12-01,50,50
Salt Lake City,2015-12-01,50,50
Ogden-Clearfield,2015-12-01,50,50
Phoenix-Mesa-Scottsdale,2015-12-01,50,50
Tucson,2015-12-01,50,50
Prescott,2015-12-01,50,50
Albuquerque,2015-12-01,50,50
Las Vegas-Henderson-Paradise,2015-12-01,50,50
Reno,2015-12-01,50,50
Los Angeles-Long Beach-Anaheim,2015-12-01,50,50
Riverside-San Bernardino-Ontario,2015-12-01,50,50
San Diego-Carlsbad,2015-12-01,50,50
Oxnard-Thousand Oaks-Ventura,2015-12-01,50,50
Bakersfield,2015-12-01,50,50
Salinas,2015-12-01,0,0
San Francisco-Oakland-Hayward,2015-12-01,50,50
